bairro,metragem,quartos,banheiros,vagas,valor_anuncio,valor_mm,valor_m2,rua,cep,setor_censo,nome_do_distrito,situacao_setor,tipo_setor,v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012
Pinheiros,691,4,6,6,5800000.0,5.8,8393.632416787264,Rua Abegoaria,5436170.0,355030.862000053,PINHEIROS,1.0,0.0,195.0,557.0,2.86,2.19,2610.39,24194814.88,4942.0,34381802.39,1583.57,14251814.09,4083.53,26604915.19
Vila Nova Cachoeirinha,185,3,3,2,650000.0,0.65,3513.5135135135133,Rua Pedro Osório Filho,2614000.0,355030.813000112,CACHOEIRINHA,1.0,0.0,248.0,775.0,3.13,1.83,1933.95,4983392.42,2112.86,5066762.12,1136.21,2824859.73,1675.67,3263034.6
Saúde,95,2,4,2,750000.0,0.75,7894.736842105263,Alameda dos Guatás,4053040.0,355030.877000036,SAÚDE,1.0,0.0,245.0,668.0,2.73,1.73,4150.18,21252425.75,4621.8,21488855.62,2749.54,15978208.85,3827.06,18121023.38
Vila Mariana,369,3,1,3,1950000.0,1.95,5284.552845528456,Rua Conde de Irajá,4119010.0,355030.890000027,VILA MARIANA,1.0,0.0,251.0,671.0,2.67,1.48,25601.61,1781723643.14,28687.52,1374996829.42,13062.78,976628790.68,19469.16,1436259424.69
Vila Mariana,165,3,4,2,1490000.0,1.49,9030.30303030303,Rua Professor João Marinho,4007010.0,355030.832000069,MOEMA,1.0,0.0,247.0,522.0,2.11,1.4,7178.53,24573044.53,8023.06,20670591.15,4894.94,22964366.53,6535.27,19931824.78
Vila Sônia,259,3,3,2,1500000.0,1.5,5791.505791505791,Rua Doutor José Maria Whitaker,5622000.0,355030.894000254,VILA SÔNIA,1.0,0.0,131.0,442.0,3.37,1.85,5651.91,34011515.56,7632.99,30778171.18,3257.62,22806161.05,5739.61,25950217.67
Tatuapé,117,2,1,1,495000.0,0.495,4230.769230769231,Rua Ulisses Cruz,3077000.0,355030.880000124,TATUAPE,1.0,0.0,74.0,213.0,2.88,1.72,2284.16,6892189.34,2485.71,7000944.63,1543.75,4571006.26,2179.41,5071496.66
Vila Congonhas,158,2,1,2,1200000.0,1.2,7594.93670886076,Rua Acruás,4612090.0,355030.815000059,CAMPO BELO,1.0,0.0,112.0,324.0,2.89,1.92,4338.9,24222145.98,5009.87,24610400.6,2371.54,13156143.1,3604.74,15564009.58
Alto de Pinheiros,347,5,5,5,3500000.0,3.5,10086.455331412104,Avenida Professor Frederico Herman Júnior,5459010.0,355030.862000154,PINHEIROS,1.0,0.0,142.0,455.0,3.2,2.08,11244.51,165830447.63,11740.59,167333261.87,6793.47,116789900.93,9018.1,135036854.32
Vila Ester (Zona Norte),226,3,1,4,670000.0,0.67,2964.601769911505,Rua Vicente Biondo,2536140.0,355030.821000028,CASA VERDE,1.0,0.0,191.0,570.0,2.98,2.48,670.16,1146745.76,1292.93,1409865.82,560.74,762312.37,1130.42,893321.52
Jardim das Acácias,150,3,1,2,691000.0,0.691,4606.666666666667,Rua Caetano José Batista,4703020.0,355030.83500014,ITAIM BIBI,1.0,0.0,175.0,461.0,2.63,1.64,3158.3,16403197.7,3588.98,17098820.67,1915.92,9906706.13,2880.14,12122577.3
Santana,300,4,2,4,1596000.0,1.596,5320.0,Rua Xavier da Veiga,2021040.0,355030.870000193,SANTANA,1.0,0.0,151.0,461.0,3.05,1.93,3436.06,11780151.68,3578.24,11758697.56,1893.43,6906762.0,2530.31,7620604.17
Alto da Mooca,360,4,1,4,1600000.0,1.6,4444.444444444444,Rua Professor Oliveira Fausto,3184050.0,355030.801000101,ÁGUA RASA,1.0,0.0,246.0,731.0,2.97,2.22,2369.43,4419679.66,2523.29,4318001.75,1478.94,3176757.01,1983.94,3259775.51
Vila Ida,400,3,1,5,4043000.0,4.043,10107.5,Rua Japuanga,5455010.0,355030.802000053,ALTO DE PINHEIROS,1.0,0.0,72.0,221.0,3.07,1.33,12578.19,1781723643.14,13721.67,1374996829.42,5089.17,974191859.98,6724.97,1277873627.06
Jardim das Bandeiras,250,2,1,6,2000000.0,2.0,8000.0,Rua Simpatia,5436020.0,355030.862000053,PINHEIROS,1.0,0.0,195.0,557.0,2.86,2.19,2610.39,24194814.88,4942.0,34381802.39,1583.57,14251814.09,4083.53,26604915.19
Aclimação,208,3,1,3,1383000.0,1.383,6649.038461538462,Rua Baturité,1530030.0,355030.849000008,LIBERDADE,1.0,0.0,211.0,587.0,2.78,1.94,3311.52,11175245.2,3839.18,10928779.55,2222.27,8844606.84,3036.42,9614590.59
Sumarezinho,324,6,2,4,1800000.0,1.8,5555.555555555556,Rua Oscar Caravelas,5441000.0,355030.802000055,ALTO DE PINHEIROS,1.0,0.0,307.0,657.0,2.14,1.41,4495.68,25992661.77,4694.47,26209527.77,3356.48,19198333.56,3962.07,20264819.57
Lapa,260,3,2,4,1200000.0,1.2,4615.384615384615,Rua Laurindo de Brito,5078100.0,355030.848000086,LAPA,1.0,0.0,247.0,765.0,3.1,2.19,5001.99,53479536.32,5191.14,54524352.08,2542.85,23444060.44,3580.45,29306463.1
Mooca,170,3,1,2,1000000.0,1.0,5882.35294117647,Rua Timbó,3162150.0,355030.875000028,MOOCA,1.0,0.0,221.8181818181818,692.1818181818181,3.109545454545455,2.3004545454545453,2435.689090909091,209685054.90727273,2674.2368181818183,230278945.3522727,1460.933181818182,69059183.84545454,2032.3559090909084,100293160.42409088
Jardim Patente,150,2,3,5,455000.0,0.455,3033.333333333333,Rua Frei Juan Auli,4243110.0,355030.868000084,SACOMÃ,1.0,0.0,344.0,1041.0,3.03,2.13,1163.61,1337301.8,1338.73,1304011.25,837.33,1100000.26,1210.22,1138646.14
Planalto Paulista,182,3,1,2,980000.0,0.98,5384.615384615385,Avenida Piassanguaba,4060000.0,355030.877000128,SAÚDE,1.0,0.0,191.0,599.0,3.14,2.64,3996.13,28056671.23,5263.86,30299687.76,2248.81,17231433.36,4011.58,23687970.63
Vila Ida,235,3,3,5,2500000.0,2.5,10638.297872340425,Rua Boquim,5454000.0,355030.802000006,ALTO DE PINHEIROS,1.0,0.0,206.0,645.0,3.13,2.46,6052.14,44779104.68,7890.76,43868986.68,3670.99,91659087.33,6182.71,138974972.05
Bosque da Saúde,388,3,4,4,1700000.0,1.7,4381.443298969072,Rua Gil Fernandes,4148020.0,355030.82700001,CURSINO,1.0,0.0,172.0,536.0,3.12,2.31,3648.67,14356603.94,3922.33,14360024.09,2167.73,10115064.5,3049.32,11544456.36
Vila Madalena,400,4,5,6,2490000.0,2.49,6225.0,Rua Gregório Paes de Almeida,5450000.0,355030.802000001,ALTO DE PINHEIROS,1.0,0.0,157.0,519.0,3.31,2.44,12262.45,159870161.44,12501.32,159999050.55,5832.73,100963455.68,7999.64,121194261.04
Vila Nova Conceição,177,3,4,3,2850000.0,2.85,16101.694915254237,Rua Lourenço Castanho,4507110.0,355030.83200001,MOEMA,1.0,0.0,178.0,526.0,2.96,1.98,11023.99,153919954.09,11965.06,155811006.78,6786.11,94887718.4,8365.48,103782069.07
Jardim Luzitânia,550,2,5,5,7000000.0,7.0,12727.272727272728,Rua Prestes João,4032010.0,355030.832000002,MOEMA,1.0,0.0,252.0,879.0,3.49,2.68,12214.77,230843096.72,13620.0,238293879.92,5027.85,104713404.65,7496.88,137684009.87
Alto da Mooca,175,6,3,2,1300000.0,1.3,7428.571428571428,Rua Martins Bonilha,3183100.0,355030.85300003,MOOCA,1.0,0.0,189.0,551.0,2.92,2.38,3023.9,12340656.4,3228.92,12516342.13,1926.64,7095694.22,2543.57,7800453.22
Jardim Guedala,595,5,7,5,5500000.0,5.5,9243.697478991597,Rua Manuel Navarro,5611030.0,355030.854000116,MORUMBI,1.0,0.0,106.0,408.0,3.85,2.28,15305.01,207678423.25,16223.31,205216636.01,6853.75,112947441.16,9649.01,132116006.06
Alto de Pinheiros,483,5,1,4,5000000.0,5.0,10351.966873706004,Rua Antônio de Gouveia Giudice,5460000.0,355030.802000017,ALTO DE PINHEIROS,1.0,0.0,231.0,798.0,3.45,2.34,9914.58,241108526.78,12054.04,267486877.04,4452.73,99030343.89,7677.85,146106011.47
Jardim Paulista,500,4,6,8,7000000.0,7.0,14000.0,Rua Honduras,4379095.0,355030.845000045,JARDIM PAULISTA,1.0,0.0,284.0,933.0,3.29,2.54,6918.36,116870875.01,7675.06,123873294.66,3194.38,53470273.57,5997.32,83644284.88
Sumaré,150,3,3,2,1200000.0,1.2,8000.0,Rua Paris,1257040.0,355030.860000054,PERDIZES,1.0,0.0,219.13333333333333,615.7444444444444,2.8032222222222223,1.8836666666666666,5940.671888888888,73507490.37188889,6696.776222222222,77124769.5157778,3754.043222222223,47974397.971666664,5150.659666666666,58998894.70266668
Parque dos Príncipes,173,3,2,4,750000.0,0.75,4335.260115606937,Rua Pedro Mainente,5396316.0,355030.867000209,RIO PEQUENO,1.0,0.0,98.0,340.0,3.47,1.32,4157.14,23008659.79,6905.08,19178077.15,2070.44,13378808.01,5352.85,17048741.84
Sumaré,230,4,2,1,1500000.0,1.5,6521.739130434783,Rua Capital Federal,1259010.0,355030.860000037,PERDIZES,1.0,0.0,165.0,463.0,2.81,1.75,3867.2,9739562.87,3963.28,9599882.08,2376.44,7935952.87,3073.72,8121787.93
Vila Antônio,115,2,1,2,480000.0,0.48,4173.913043478261,Rua Engenheiro Pedro Garcin,5376120.0,355030.867000092,RIO PEQUENO,1.0,0.0,96.0,261.0,2.72,1.49,3148.23,8196221.04,3555.65,7803655.83,2563.36,7034419.61,3386.17,6502929.36
Pinheiros,705,5,7,5,9500000.0,9.5,13475.17730496454,Rua Mário Guastini,5420010.0,355030.802000038,ALTO DE PINHEIROS,1.0,0.0,153.0,516.0,3.37,1.76,10076.96,87429854.02,10347.48,86974682.98,5004.27,51693113.45,6733.8,57930139.95
Campo Belo,150,3,3,2,900000.0,0.9,6000.0,Rua Domingos Lopes,4606050.0,355030.815000138,CAMPO BELO,1.0,0.0,119.0,349.0,2.93,1.79,7687.32,265676582.93,9836.46,319389348.66,3941.17,101435751.73,5855.91,139658468.61
Santana,250,4,4,5,1750000.0,1.75,7000.0,Rua Jardim Hollywood,2016004.0,355030.870000007,SANTANA,1.0,0.0,205.0,517.0,2.52,1.73,3351.09,9562809.69,3654.12,9318948.32,2078.7,6892429.74,2868.37,7246692.19
Jardim Brasil (Zona Sul),179,3,4,1,599000.0,0.599,3346.368715083799,Rua Ática,4634040.0,355030.81500004,CAMPO BELO,1.0,0.0,179.0,441.0,2.46,1.12,5036.32,16753340.98,5210.99,16422264.6,3498.12,15016971.21,4402.25,14917772.4
Vila Madalena,215,3,1,2,1050000.0,1.05,4883.720930232558,Rua Ajurapéia,5443100.0,355030.862000105,PINHEIROS,1.0,0.0,96.0,275.0,2.86,2.56,3308.65,11532203.41,4179.34,10920000.89,2109.69,8742180.22,3109.65,9782334.76
Indianópolis,425,4,7,4,1800000.0,1.8,4235.294117647059,Avenida Iraí,4082000.0,355030.877000153,SAÚDE,1.0,0.0,164.0,446.0,2.72,2.01,4754.72,25986287.41,5063.47,26111184.11,2878.71,15492008.34,3724.85,16898328.63
Brooklin Paulista,155,2,3,4,1590000.0,1.59,10258.064516129032,Rua Nova Orleans,4561030.0,355030.835000175,ITAIM BIBI,1.0,0.0,132.0,366.0,2.77,1.49,3807.9,13113510.1,4021.14,12989395.01,2450.6,9928462.22,3292.12,10569870.0
Vila São Geraldo,165,3,3,2,636000.0,0.636,3854.545454545456,Rua Maria Teresa Assunção,3609000.0,355030.859000105,PENHA,1.0,0.0,226.0,662.0,2.93,2.13,1348.49,3384105.54,1621.06,3627574.28,1063.52,2202813.7,1501.74,2452988.05
Parque da Mooca,346,4,3,4,2300000.0,2.3,6647.398843930636,Rua Vicente Romano,3124050.0,355030.853000069,MOOCA,1.0,0.0,296.0,716.0,2.42,1.87,4769.45,34498093.92,5347.56,35592318.29,2747.98,21008658.44,4249.78,26119688.57
Mooca,111,3,3,2,450000.0,0.45,4054.054054054054,Rua Manuel Galvão,3190010.0,355030.801000029,ÁGUA RASA,1.0,0.0,231.0,719.0,3.11,2.27,1918.61,44713227.42,2051.84,47558102.99,1178.21,17698709.46,1601.35,23389660.62
Jardim Sílvia (Zona Oeste),1648,4,8,10,4495000.0,4.495,2727.5485436893205,Rua Stefan Marek Neuding,5678030.0,355030.854000126,MORUMBI,1.0,0.0,62.0,231.0,3.73,2.69,35612.9,716338519.3,35612.9,716338519.3,12538.99,452586728.93,17750.0,548804095.42
Jardim Europa,605,4,4,7,13500000.0,13.5,22314.04958677686,Rua Alemanha,1448010.0,355030.862000113,PINHEIROS,1.0,0.0,159.4878048780488,423.4634146341463,2.7412195121951224,2.1496341463414637,10646.131585365853,325580753.64926827,12435.839512195122,356007044.8071951,5984.678292682927,192498016.41499996,8901.508902439027,250887901.0190244
Indianópolis,230,3,2,2,1850000.0,1.85,8043.478260869565,Rua Kalil Filho,4084110.0,355030.877000124,SAÚDE,1.0,0.0,227.0,597.0,2.63,1.57,4198.25,27516629.89,4453.29,28054977.65,2607.21,15214617.06,3428.91,17196901.71
Vila Olímpia,205,2,3,2,2900000.0,2.9,14146.341463414634,Avenida Doutor Cardoso de Melo,4548000.0,355030.835000014,ITAIM BIBI,1.0,0.0,281.0,749.0,2.67,1.72,5084.41,22908524.74,5331.04,22704192.5,3386.15,18140427.35,4228.02,19092827.06
Saúde,180,2,1,2,745000.0,0.745,4138.888888888889,Rua Abagiba,4294000.0,355030.86800016,SACOMÃ,1.0,0.0,335.0,1013.0,3.02,1.93,2856.35,9799347.78,3047.38,9872810.94,1628.79,5465695.97,2223.74,6140144.83
Jardim Paulistano,433,5,4,8,6500000.0,6.5,15011.547344110855,Rua Benedito Chaves,1445030.0,355030.862000102,PINHEIROS,1.0,0.0,105.0,316.0,3.01,2.66,6815.14,176681067.53,11358.57,243929015.67,2831.19,72653952.51,8110.99,166161790.83
Alto da Mooca,170,3,3,5,950000.0,0.95,5588.235294117647,Rua Leopoldo Fróes,3184040.0,355030.8010001,ÁGUA RASA,1.0,0.0,253.0,653.0,2.58,1.93,2724.53,9336546.99,3362.46,9377824.41,1673.81,5906596.83,2702.83,6758818.52
Jardim Paulista,548,4,6,6,6200000.0,6.2,11313.868613138686,Rua Colatino Marques,4504020.0,355030.832000034,MOEMA,1.0,0.0,156.0,547.0,3.51,3.5,8635.93,90965068.74,9041.64,91574355.65,4566.24,46412139.27,6178.57,52855685.76
Morumbi,455,4,5,6,1580000.0,1.58,3472.5274725274726,Rua General Euclides Figueiredo,5654030.0,355030.854000066,MORUMBI,1.0,0.0,125.0,416.0,3.33,2.11,15138.0,269101629.03,16745.58,270773819.53,7594.46,191909974.05,11501.99,245931894.14
Jardim Paulistano,250,3,3,3,2100000.0,2.1,8400.0,Rua Iraci,1457000.0,355030.862000163,PINHEIROS,1.0,0.0,110.0,309.0,2.81,1.62,9135.75,145171959.18,10468.04,152472383.72,5788.45,116320142.13,8205.28,145204948.28
Morumbi,460,4,5,6,1580000.0,1.58,3434.782608695652,Rua General Euclides Figueiredo,5654030.0,355030.854000066,MORUMBI,1.0,0.0,125.0,416.0,3.33,2.11,15138.0,269101629.03,16745.58,270773819.53,7594.46,191909974.05,11501.99,245931894.14
Jardim Paulistano,255,3,3,3,2100000.0,2.1,8235.29411764706,Rua Iraci,1457000.0,355030.862000163,PINHEIROS,1.0,0.0,110.0,309.0,2.81,1.62,9135.75,145171959.18,10468.04,152472383.72,5788.45,116320142.13,8205.28,145204948.28
Jardim Leonor,798,5,7,8,4950000.0,4.95,6203.007518796992,Rua Comendador Bichara Moherdauí,5614080.0,355030.854000005,MORUMBI,1.0,0.0,91.0,317.0,3.48,1.94,15551.65,216966660.59,16266.67,215291924.81,7283.37,116116620.38,9529.34,130584612.39
Indianópolis,89,3,1,2,638500.0,0.6385,7174.157303370786,Rua Macejana,4084080.0,355030.877000125,SAÚDE,1.0,0.0,305.0,847.0,2.78,2.09,3132.93,13747260.25,3605.83,14118537.63,2375.49,11642131.09,3218.01,13062489.96
Pinheiros,601,4,5,4,8500000.0,8.5,14143.094841930117,Rua Escócia,1450000.0,355030.862000167,PINHEIROS,1.0,0.0,125.0,316.0,2.53,2.28,6629.68,67930232.15,8816.06,71091082.19,4636.52,56710757.72,7428.67,70195016.01
Pinheiros,420,4,4,6,2900000.0,2.9,6904.761904761905,Rua Monsanto,5412030.0,355030.862000086,PINHEIROS,1.0,0.0,120.0,386.0,3.22,1.89,7384.24,132498158.2,9230.3,148752316.59,3590.12,55974770.26,5795.71,77677206.99
Vila Diva (Zona Leste),178,3,1,3,450000.0,0.45,2528.089887640449,Rua João Bizarro da Nave,3351100.0,355030.801000018,ÁGUA RASA,1.0,0.0,211.0,719.0,3.41,3.08,1493.42,3770147.49,1658.48,3913850.94,976.35,2121361.25,1397.31,2448523.57
Pacaembu,350,3,2,4,2700000.0,2.7,7714.285714285715,Rua Gustavo Teixeira,1236010.0,355030.860000211,PERDIZES,1.0,0.0,109.0,342.0,3.14,2.49,9887.85,73825223.83,9979.41,73592983.72,4613.07,44809131.62,6307.67,50604320.45
Jardim Guedala,420,3,6,6,3500000.0,3.5,8333.333333333334,Rua Sanharó,5611060.0,355030.854000007,MORUMBI,1.0,0.0,99.0,329.0,3.32,2.57,11740.12,146755472.35,12633.39,146635312.9,6203.44,120517159.54,9399.15,152727458.42
Vila Olímpia,141,2,2,1,1500000.0,1.5,10638.297872340425,Rua das Fiandeiras,4545000.0,355030.835000011,ITAIM BIBI,1.0,0.0,303.0,555.0,1.83,1.12,7771.0,345216211.99,8175.74,359938298.77,5445.99,205158948.05,6393.11,234848211.51
Sumaré,402,4,4,4,3800000.0,3.8,9452.73631840796,Rua Duartina,1256030.0,355030.860000056,PERDIZES,1.0,0.0,213.0,657.0,3.08,2.09,8977.31,79991739.5,9560.84,79610301.95,4630.72,46265432.67,6412.59,52656360.51
Sumaré,452,3,4,2,2300000.0,2.3,5088.495575221239,Rua Tefé,1251050.0,355030.860000054,PERDIZES,1.0,0.0,248.0,692.0,2.79,1.94,5619.62,176369460.56,6277.77,192968371.83,3576.52,104722220.29,5056.46,140654895.61
Jardim América,880,3,5,10,20000000.0,20.0,22727.272727272728,Rua Argentina,1436010.0,355030.845000025,JARDIM PAULISTA,1.0,0.0,116.0,414.0,3.57,3.01,13131.61,508165993.72,14507.3,541764826.89,7934.91,364776324.15,10168.24,445001716.57
Campo Belo,116,3,2,1,890000.0,0.89,7672.413793103448,Rua Vieira de Morais,4617000.0,355030.815000085,CAMPO BELO,1.0,0.0,164.0,471.0,2.87,1.54,12946.55,217628835.6,13353.67,219044812.09,6792.01,129105534.91,8947.56,150857373.62
Ipiranga,219,3,1,1,1172000.0,1.172,5351.598173515982,Rua Costa Aguiar,4204000.0,355030.834000023,IPIRANGA,1.0,0.0,304.0,849.0,2.79,1.47,6125.51,29230460.06,6399.15,28783636.44,3450.24,20947817.75,4892.61,22651208.38
Sumarezinho,110,3,1,4,2021300.0,2.0213,18375.454545454544,Avenida das Corujas,5442050.0,355030.802000068,ALTO DE PINHEIROS,1.0,0.0,234.0,678.0,2.9,2.05,4148.02,23652953.79,4472.98,24054258.52,2712.15,15947807.79,3671.46,18071272.42
Santana,305,3,3,2,1700000.0,1.7,5573.770491803279,Rua Ulisses Esteves Costa,2406050.0,355030.870000072,SANTANA,1.0,0.0,190.0,530.0,2.79,1.87,2779.93,8201428.02,3001.06,8190122.39,1657.14,5087576.4,2395.27,5587164.9
Vila Mariana,300,3,3,5,1800000.0,1.8,6000.0,Rua Humberto I,4018030.0,355030.890000134,VILA MARIANA,1.0,0.0,234.0,564.0,2.41,1.59,4230.91,14266813.07,4604.81,13803733.22,2743.87,11291663.45,3702.83,11688151.75
Jardim das Bandeiras,810,6,5,8,5700000.0,5.7,7037.037037037037,Rua Irmão Gonçalo,5439080.0,355030.862000084,PINHEIROS,1.0,0.0,129.0,316.0,2.45,1.59,5224.43,55441056.51,6877.05,61676981.33,3461.14,33494224.91,5415.01,41867043.96
Jardim Celeste,120,3,1,2,638500.0,0.6385,5320.833333333333,Rua Lauro Freire,5527170.0,355030.894000149,VILA SÔNIA,1.0,0.0,165.0,561.0,3.4,2.3,1586.79,3740941.45,2111.45,3871113.32,1000.29,2213808.42,1637.15,2581870.91
Chácara Belenzinho,90,3,2,1,452000.0,0.452,5022.222222222223,Rua Lessing,3375003.0,355030.872000088,SÃO LUCAS,1.0,0.0,260.0,863.0,3.32,2.41,1443.32,2828694.62,1876.32,2865048.32,1159.26,2286480.75,1684.82,2437885.02
Cidade Jardim,280,3,1,3,3500000.0,3.5,12500.0,Rua Elias Cutait,5672020.0,355030.854000131,MORUMBI,1.0,0.0,84.0,285.0,3.39,3.37,6537.86,462182248.36,6697.32,472513017.4,3555.34,158495723.42,4734.4,205716831.51
Santa Teresinha,382,3,1,5,1908000.0,1.908,4994.764397905759,Rua Damiana da Cunha,2450010.0,355030.870000201,SANTANA,1.0,0.0,172.0,477.0,2.77,1.86,3361.3,15263419.36,3636.13,15513653.01,2037.07,9127789.91,2786.55,10401648.53
Jardim Leonor,550,4,1,6,3310000.0,3.31,6018.181818181818,Rua Cordisburgo,5614090.0,355030.854000005,MORUMBI,1.0,0.0,91.0,317.0,3.48,1.94,15551.65,216966660.59,16266.67,215291924.81,7283.37,116116620.38,9529.34,130584612.39
Boaçava,650,3,5,2,8000000.0,8.0,12307.692307692309,Rua Anatólia,5471000.0,355030.802000061,ALTO DE PINHEIROS,1.0,0.0,195.0,609.0,3.12,2.1,10499.97,185556910.44,12187.47,194867672.15,5441.59,97050585.29,8361.09,124787545.37
Campo Belo,253,3,2,4,1950000.0,1.95,7707.509881422925,Rua Demóstenes,4614010.0,355030.815000053,CAMPO BELO,1.0,0.0,139.0,397.0,2.86,1.78,7959.12,66466486.33,8256.1,66494875.09,4617.56,45571772.56,6134.99,51258326.83
Planalto Paulista,337,3,4,10,2150000.0,2.15,6379.821958456973,Avenida Ireré,4064000.0,355030.877000121,SAÚDE,1.0,0.0,228.0,561.0,2.46,2.22,2477.46,28718884.98,4034.72,40572308.92,1750.51,14909548.82,3093.93,22219607.92
Planalto Paulista,361,4,6,4,2300000.0,2.3,6371.191135734072,Avenida Itacira,4061000.0,355030.877000067,SAÚDE,1.0,0.0,164.0,437.0,2.66,2.04,3158.96,22210644.93,5570.65,25770816.97,2096.19,13029851.56,3930.35,17241576.74
Itaim Bibi,197,2,4,3,2565000.0,2.565,13020.30456852792,Rua Nigéria,4538020.0,355030.83500006,ITAIM BIBI,1.0,0.0,201.5,505.625,2.59875,1.8825,7211.60625,152393380.97250003,8178.981249999999,158096323.71749997,4408.7787499999995,91758780.16375001,6251.250000000001,116955885.8525
Jardim Paulista,900,5,4,12,15000000.0,15.0,16666.666666666668,Rua Marechal Bitencourt,1432020.0,355030.845000045,JARDIM PAULISTA,1.0,0.0,284.0,933.0,3.29,2.54,6918.36,116870875.01,7675.06,123873294.66,3194.38,53470273.57,5997.32,83644284.88
Mooca,117,3,3,3,1277000.0,1.277,10914.529914529914,Rua dos Pássaros,3168020.0,355030.853000078,MOOCA,1.0,0.0,195.0,607.0,3.11,2.42,1576.75,4277030.15,2022.8,4586737.99,1247.17,5034278.11,1772.62,6226733.96
Pinheiros,220,6,2,4,1750000.0,1.75,7954.545454545455,Rua Fernão Dias,5427010.0,355030.862000021,PINHEIROS,1.0,0.0,203.0,485.0,2.39,1.48,3028.57,11885465.18,3396.69,12080820.51,2181.41,8329545.2,2930.06,8996591.93
Brooklin Paulista,190,4,3,3,1350000.0,1.35,7105.263157894737,Rua Doutor Octávio de Oliveira Santos,4558070.0,355030.83500017,ITAIM BIBI,1.0,0.0,121.0,327.0,2.7,1.73,3311.36,15078299.27,3779.95,15444227.97,2285.16,10655979.51,3188.08,11994349.02
Vila Mascote,170,4,4,3,950000.0,0.95,5588.235294117647,Rua Jovina,4363080.0,355030.838000178,JABAQUARA,1.0,0.0,269.0,658.0,2.45,1.24,4783.77,58806267.08,5252.38,62119061.26,3662.7,35292929.49,4565.1,39878221.25
Jardim Maria Luiza,94,2,2,2,429000.0,0.429,4563.829787234043,Rua Francisco Correia Dutra,5371070.0,355030.867000087,RIO PEQUENO,1.0,0.0,162.0,521.0,3.22,2.02,1537.78,2579774.67,1730.0,2569631.62,997.33,1818374.12,1443.67,1988310.99
Mirandópolis,200,2,1,2,915000.0,0.915,4575.0,Rua Ytaipu,4052010.0,355030.877000013,SAÚDE,1.0,0.0,39.0,107.0,2.74,1.67,3915.72,40520342.47,4363.23,43277421.3,2545.13,19127922.5,3486.48,22973314.64
Moema,470,4,4,4,7500000.0,7.5,15957.446808510638,Rua João Lourenço,4508030.0,355030.832000032,MOEMA,1.0,0.0,164.0,452.0,2.76,1.36,8748.23,281501377.84,11386.59,336795595.46,8142.48,269603088.27,10830.54,329686059.19
Jardim Guedala,500,4,3,5,2500000.0,2.5,5000.0,Rua General Sena Vasconcelos,5611010.0,355030.854000006,MORUMBI,1.0,0.0,225.0,686.0,3.05,2.0,14999.71,646500207.36,15271.2,654089964.31,7609.62,322675635.52,9932.55,398263064.47
Pacaembu,360,4,5,3,3100000.0,3.1,8611.111111111111,Rua Principado de Mônaco,1247040.0,355030.826000019,CONSOLAÇÃO,1.0,0.0,262.0,895.0,3.42,2.97,13517.15,1234974953.1,13998.0,1272323590.6,6087.12,466875364.5,7982.8,597342971.47
Vila Albertina,497,3,3,5,920000.0,0.92,1851.1066398390344,Rua Caucaia do Alto,2371030.0,355030.881000062,TREMEMBÉ,1.0,0.0,192.0,536.0,2.79,1.44,4079.36,36709987.63,4327.28,37874608.2,2566.7,20750208.5,3438.02,24809404.66
Jardim Vera Cruz,160,3,2,3,1350000.0,1.35,8437.5,Rua Cuxiponês,5030020.0,355030.860000175,PERDIZES,1.0,0.0,170.0,450.0,2.65,1.4,3446.71,14250290.86,4013.29,14319422.22,1970.28,8807211.63,3182.19,10373868.68
Jardim Europa,551,3,5,3,7700000.0,7.7,13974.591651542649,Rua Alemanha,1448010.0,355030.862000113,PINHEIROS,1.0,0.0,159.4878048780488,423.4634146341463,2.7412195121951224,2.1496341463414637,10646.131585365853,325580753.64926827,12435.839512195122,356007044.8071951,5984.678292682927,192498016.41499996,8901.508902439027,250887901.0190244
Instituto de Previdência,326,3,5,2,1050000.0,1.05,3220.8588957055213,Rua Antônio Mariani,5530000.0,355030.812000114,BUTANTÃ,1.0,0.0,111.0,341.0,3.07,1.81,3915.68,11467292.04,4261.18,11002313.45,2469.97,8112300.63,3225.25,8157142.88
Jardim Europa,650,5,5,4,10000000.0,10.0,15384.615384615385,Rua Grécia,4911080.0,355030.845000095,JARDIM PAULISTA,1.0,0.0,215.0,502.0,2.33,1.57,9352.24,95106452.91,10206.76,95074342.34,5261.07,67820714.8,8719.91,82298075.51
Jardim Monte Kemel,130,3,4,2,775000.0,0.775,5961.538461538462,Rua José Ferreira da Rocha Filho,5633030.0,355030.894000115,VILA SÔNIA,1.0,0.0,134.0,415.0,3.1,2.22,1375.53,1956531.94,1660.55,1888033.01,1107.86,1735712.21,1468.01,1771393.78
